,Title,Content
1172,한국프로축구연맹이 선정한 올해의 K리그 10대 뉴스는?,"  먼저 12월 11일 DGB대구은행파크에서 열린 FA컵 결승 2차전에서는 K리그2에 속한 전남이 난타전 끝에 K리그1의 대구를 4대3으로 제압하는 이변을 일으켰다. 전남은 지난 1차전 홈경기에서 0대1로 패한 불리한 상황을 뒤집었고, K리그2 클럽 최초 FA컵 우승 및 ACL 진출이라는 역사를 썼다. 이튿날인 12일...  "
1173,"새해 첫 휴일 '마지막 DSR 1단계'…""규제 막차 수요 몰릴 것""",  4대 시중은행(KB국민·신한·우리·하나은행)과 인터넷전문은행(카카오뱅크·케이뱅크·토스뱅크)와 지방은행 중 대구은행은 주말간 모바일 대출을 운영한다. 부산은행과 경남은행은 이 기간 DSR 2단계 적용 관련 내부 시스템 점검을 거쳐 가계부채 총량 한도가 초기화되는 오는 3일부터 대출을 재개한다는...  
1174,대구 역사 문화의 파수꾼 25년,"  DGB대구은행 사외보 향토와문화 100호 및 기념특집호 발간 기념식 (좌로부터) 서문선 DGB대구은행 부행장, 김정학 대구교육박물관장, 임성훈 DGB대구은행장, 배호기 대구교육청 정책지원국장, 박미연 섬유박물관장, 엄명숙 올댓플랜창 대표. 사진=대구은행 제공 DGB대구은행은 사외보 '향토와 문화' 100호를...  "
1175,[12월 4주] 은행 적금(12개월) 최고금리 연 2.3%…우리은행 ‘원적금’,"  대구은행 ‘내가만든 보너스적금’의 금리는 연 1.80%다. 내가만든 보너스적금은 최고 0.8%포인트의 우대금리를 받을 수 있다. 비대면 채널 신규가입 0.2%포인트, 마케팅 활용 상품안내수단 전체동의 0.2%포인트, 자동이체로 8회 이상 입금 0.2%포인트, 원금합계 100만원 이상 0.1%포인트 또는 200만원 이상 0.2...  "
1176,"오마이걸 아린, 연탄 2만 장 기부…선한 영향력","  16일 소속사 WM엔터테인먼트는 “오마이걸 아린이 지난 15일 밥상공동체 대구 연탄은행에 연탄 2만 장 상당의 1,600만원을 기부했다”라고 밝혔다. 아린이 후원한 연탄 2만 장은 지역의 에너지 취약계층이 따뜻한 겨울을 날 수 있도록 지원될 예정이다. 아린은 지난 1월 독거 어르신 등 저소득 취약계층에 약...  "
1177,캄보디아 공무원에게 뇌물준 김태오 DGB금융지주 회장 기소,"  대구지검 반부패수사부(김남훈 부장검사)는 6일 지난해 대구은행장을 겸직했던 김태오 회장과 당시 대구은행 글로벌본부장(상무)인 A씨, 글로벌사업부장 B씨, 현지법인인 DGB 특수은행(SB)의 부행장인 C씨 등 4명을 불구속기소했다. 이들은 대구은행이 지난해 4∼10월 캄보디아 현지법인 특수은행의 상업은행...  "
1178,"[오피셜] 대구, ‘FA컵 결승전 퇴장’ 홍정운과 재계약",  이달 초 대구 DGB대구은행파크에서 열린 전남드래곤즈와의 2021 하나은행 FA컵 결승 2차전에서 퇴장을 당하는 흑역사도 있었다. 하지만 수년 동안 대구의 위상을 끌어올린 일등공신이었다. 당초 홍정운은 올 시즌을 끝으로 자유계약(FA) 신분이 되기 때문에 다른 팀으로 떠날 수 있다는 이적설이 퍼진 바...  
1179,"DGB금융그룹, 메타버스에서 '디지털 패셔니스타' 해단식","  올해 1월 DGB금융지주 2명, DGB대구은행 6명, 하이투자증권 2명, DGB생명 1명, DGB캐피탈 2명, 하이자산운용 2명, DGB유페이 1명, DGB데이터시스템 2명 등 총 18명을 선발해 3월 발대식을 시작으로 디지털 홍보 활동을 본격화했다. 이들은 ‘머니쇼 2021’ 참관, 증강현실(AR) 협업 툴인 ‘스페이셜(Spatial)’을...  "
1180,"대구FC 엔젤클럽, 친선 골프대회 통해 유스팀에 후원금 기부",  후원금 전달식은 21일 DGB대구은행파크에서 진행됐다. 대구FC 엔젤클럽이 21일 DGB대구은행파크에서 대구FC 유스팀을 위한 후원금 전달식을 진행했다. 엔젤클럽은 지난 9월 30일 경산 인터불고CC에서 대구FC 유스팀 후원금 마련을 위한 친선 골프대회를 주최했다. 이날 대회는 엔젤클럽 후원자 100명(25팀)이...  
1181,"DGB금융, 여의도에 서울 3번째 복합점포 열어",  DGB대구은행 여의도지점과 하이투자증권 여의도WM센터가 결합된 DIGNITY 여의도센터는 하이투자증권 본사가 이달 말 이전한 하이투자증권빌딩 4층에 위치한다. 여의도센터는 공동 상담실을 운영하는 등 협업을 바탕으로 그룹 계열사 간 시너지 영업을 확대하고 다양하고 전문화된 고객 맞춤형 원스톱...  
1182,"주택금융공사, 대구시 청년·신혼부부를 위한 전세 보증 지원","  22일 HF공사는 대구시, DGB대구은행, NH농협은행 대구영업본부와 함께 대구시 무주택 청년과 신혼부부가 이용하는 전세자금보증, 전세금 반환보증 지원 확대를 위해 '대구시 청년 신혼부부 주택임차보증금 지원 업무협약'을 체결한다고 밝혔다. 이 협약으로 임차보증금 2억원 이하인 임대차계약을 체결하는...  "
1183,[냉탕온탕] 김태오 류영준 이성근↓ 손재일 존 림 박지원↑,"  ★ 국제뇌물방지법 위반 혐의, 김태오 DGB금융지주 회장 검찰이 12월 6일 ‘국제상거래에 있어서 외국공무원에 대한 뇌물방지법’ 위반 등 혐의로 김태오 회장과 대구은행 임직원 3명을 불구속기소. 캄보디아에서 상업은행 인가를 얻으려고 현지 공무원들에게 350만 달러(약 41억 원)를 건넨 혐의....  "
1184,[12월 4주] 은행 정기예금(12개월) 최고금리 연 2.5%…씨티銀 ‘프리스타...,"  경남은행 ‘BNK주거래우대정기예금’, 대구은행 ‘IM스마트예금’, 수협은행 ‘Sh평생주거래우대예금(만기일시지급식)’, ‘Sh해양플라스틱제로(Zero)!예금(만기일시지급식)’, 산업은행 ‘KDB드림(dream) 정기예금’의 금리는 모두 연 1.50%다. BNK주거래우대정기예금은 급여·연금·가맹점 대금 중 한 가지...  "
1185,경북도 공공배달앱 '먹깨비' 가입자수 10만명 돌파,"  12월에는 대구은행 지원 오픈 100일 기념 경품 이벤트로 17일에는 유튜브 실시간 라이브 방송으로 경품 당첨자를 발표했으며, 20일부터 25일까지는 연말·크리스마스 할인쿠폰 행사가 진행된다. 내년에는 기존 운영 11개 시군과 추가로 8개 군(의성군, 청송군, 영양군, 영덕군, 청도군, 성주군, 울진군...  "
1186,"주택금융공사, 대구시 청년·신혼부부 전세보증 지원 협약 체결","  강수인 기자, 한국주택금융공사(이하 HF)는 대구시, DGB대구은행, NH농협은행 대구영업본부와 함께 대구시 무주택 청년, 신혼부부가 이용하는 전세자금보증, 전세금반환보증 지원 확대를 위해 ‘대구시 청년 신혼부부 주택임차보증금 지원 업무협약’을 체결했다. 이 협약으로 임차보증금 2억원 이하인...  "
1187,"전남 드래곤즈, 성적+팬심 '두마리 토끼' 명문 구단 우뚝",  전남은 지난 11일 DGB 대구은행파크에서 펼쳐진 하나은행 FA컵 결승 2차전에서 7골을 주고받는 난타전 끝에 후반 37분 정재희의 극적인 결승골에 힘입어 대구 FC를 4-3으로 제압했다. 'FA컵 전통의 강자' 전남은 이번 우승으로 1997·2006·2007년에 이어 4번째 FA컵 우승을 달성했다. K리그2 소속 구단 최초로 기록한...  
1188,"DGB금융그룹, 'With-U 대학생봉사단 활동' 마무리",  해단식 열고 수료증 전달 및 우수단원 격려 G.ECONOMY(지이코노미) 홍종락 기자 | DGB금융그룹 DGB사회공헌재단은 지난 22일 DGB대구은행 제2본점에서 ‘제10기 With-U 대학생봉사단’ 해단식을 열고 수료증 전달 및 우수단원을 격려하는 시간을 가졌다. 해단식에서는 With-U 대학생봉사단 최수현 단장...  
1189,"오마이걸 아린, 에너지 취약계층에 연탄 2만 장 기부","  소속사 WM엔터테인먼트는 ""오마이걸 아린이 지난 15일 밥상공동체 대구 연탄은행에 연탄 2만 장 상당의 1600만 원을 기부했다""라고 16일 밝혔다. 아린이 후원한 연탄은 지역의 에너지 취약계층에게 지원될 예정이다. 아린은 올해 1월 독거 어르신 등 저소득 취약계층에 1천만 원 상당의 물품을...  "
1190,"오마이걸 아린, 에너지 취약계층에 연탄 2만 장 기부","  소속사 WM엔터테인먼트는 ""오마이걸 아린이 지난 15일 밥상공동체 대구 연탄은행에 연탄 2만 장 상당의 1600만 원을 기부했다""라고 16일 밝혔다. 아린이 후원한 연탄은 지역의 에너지 취약계층에게 지원될 예정이다. 아린은 올해 1월 독거 어르신 등 저소득 취약계층에 1천만 원 상당의 물품을...  "
1191,[이웃사랑] 손주 4명 돌보는 할머니의 고군분투…엇나가는 손자와 생활...,"  ※ 이웃사랑 성금 보내실 곳 대구은행 069-05-024143-008 / 우체국 700039-02-532604 예금주 : (주)매일신문사(이웃사랑) ▶DGB대구은행 IM샵 바로가기 (https://www.dgb.co.kr/cms/app/imshop_guide.html) [지난주 성금전달 내역] ◆간경화와 뇌종양 걸린 이혜찬 씨에게 2,200만원 전달 매일신문 이웃사랑 제작팀은 간경화와 뇌종양에...  "
1192,[풀뿌리상권 살려내자] 만화 주인공들과 함께하는 전통시장 나들이…`부...,  현재모바일온누리상품권구입및사용이가능한앱은△비플제로페이△체크페이△머니트리△페이코△핀트△핀크△티머니페이△제로페이온△010제로페이△유비페이(UBpay) △NH콕뱅크△올원뱅크(농협) △BNK경남은행△썸뱅크(부산은행) △우리원뱅킹(우리은행) △IM샵(#)(대구은행) △전북은행△광주은행...  
1193,충북 전통시장·상점가 '2021 크리스마스 마켓',"  온누리상품권을 구매할 수 있는 곳은 △농협은행 △하나은행 △신한은행 △우리은행 △국민은행 △대구은행 △부산은행 △광주은행 △전북은행 △경남은행 △기업은행 △수협은행 △수협 △신협 △새마을금고 △우체국이다. 윤영섭 충북지방중기청장은 ""많은 고객들께서 크리스마스 마켓 기간...  "
1194,"""힘든 시기, 따뜻하고 행복한 크리스마스 보내길""","  DGB대구은행 사랑의 케이크 나눔 전달식. (왼쪽부터)정병주 대구시사회복지협의회장, 서문선 DGB대구은행 부행장. 사진=대구은행 제공 DGB대구은행은 21일 대구 중구 소재 행복의 일터에서 '사랑의 케이크 나눔' 전달식을 가졌다. '사랑의 케이크 나눔' 행사는 코로나19로 외부활동이 자유롭지 못한 아동들을...  "
1195,[12월 4주] 은행 정기예금(24개월) 최고금리 연 2.1%…케뱅 ‘코드K 정기...,"  경남은행 ‘BNK주거래우대정기예금’, 대구은행 ‘IM스마트예금’, 신한은행 ‘미래설계 크레바스 연금예금’의 금리는 모두 연 1.55%다. BNK주거래우대정기예금은 지난주에 비해 금리가 0.3%포인트 올랐고 IM스마트예금은 0.05%포인트 높아졌다. BNK주거래우대정기예금은 급여·연금·가맹점 대금 중 한...  "
1196,"DGB금융, 메타버스서 ‘디지털 패셔니스타’ 해단식 열어","  모임은 올해 1월 DGB금융지주 2명, DGB대구은행 6명, 하이투자증권 2명, DGB생명 1명, DGB캐피탈 2명, 하이자산운용 2명, DGB유페이 1명, DGB데이터시스템 2명 등 총 18명을 선발해 3월 발대식을 시작으로 디지털 홍보 활동을 본격화했다. 이들은 ‘머니쇼 2021’ 참관, 증강현실(AR) 협업 툴인 ‘스페이셜(Spatial)...  "
1197,1조원 규모 대구행복페이 1월 1일 발행시작…IC칩 탑재,"  대구시는 지난달 입찰을 통해 대구행복페이를 맡아 운영할 운영대행사를 공개 모집했으며, 대구은행이 최종 선정됐다. 대구은행은 오는 2024년 12월까지 향후 3년간 운영을 맡게 된다. 내년도 대구행복페이 발행규모는 사회적 거리두기 장기화로 어려움을 겪고 있는 소상공인·자영업자 경기 활성화를...  "
1198,'우리들의 소중한 이웃들을 위해 ' ... 따뜻한 겨울나기를 응원하며 온...,"  왼쪽부터 주종대 홍덕산업(주) 대표이사, 이강덕 포항시장, 여동달 대구은행포항영업부장 / 포항시 제공 코로나19 팬더믹으로 어려운 경제상황에도 불구 우리들의 소중한 이웃들의 따뜻한 겨울나기를 응원하며 온정을 나누는 행렬이 이어져 훈풍이 불고 있다. 특히, 기업과 금융권은 경제한파 속 영업이익 등...  "
1199,정재희 '결승골',  11일 대구 DGB대구은행파크경기장에서 열린 2021 하나은행 FA컵 결승 2차전 전남 드래곤즈와 대구FC 경기. 전남 정재희가 팀의 네 번째 골이자 결승골을 넣은 후 기뻐하고 있다. 2021.12.11  
1200,정재희 '결승골',  11일 대구 DGB대구은행파크경기장에서 열린 2021 하나은행 FA컵 결승 2차전 전남 드래곤즈와 대구FC 경기. 전남 정재희가 팀의 네 번째 골이자 결승골을 넣은 후 기뻐하고 있다. 2021.12.11  
1201,"주택금융공사, 대구시 청년·신혼부부 전세보증 지원 협약 체결","  ▲ 한국주택금융공사(HF·사장 최준우)는 대구시(시장 권영진), DGB대구은행(행장 임성훈), NH농협은행 대구영업본부(본부장 박병희)와 함께 대구시 무주택 청년, 신혼부부가 이용하는 전세자금보증, 전세금반환보증 지원 확대를 위해 대구시 청년·신혼부부 주택임차보증금 지원 업무협약을 체결한다고 22일...  "
1202,"비은행 계열사 'DGB' 뗀다고?…DGB금융지주 ""사실무근""","  DGB생명, DGB캐피탈 등 대구은행을 제외한 DGB금융지주 계열사 사명에서 DGB 대신 '하이'가 붙을 수 있다는 설이 지속적으로 제기되고 있다. 대구경북 이외 지역으로 영업망 확장을 노리는 상황에서 사명 변경이 전략적으로 보탬이 될 수 있다는 게 '변경설'의 근거지만 지주사 측은 추가 변경은 없다고...  "
1203,DGFEZ-DGB금융그룹온·오프 글로벌 투자설명회,  대구경북경제자유구역청(대경경자청)이 지난 17일 대구은행 제2본점에서 수성의료지구 내 외국인 투자 활성화를 위해 국내 유망 기업을 대상으로 해외 투자자 투자유치 설명회를 개최했다. 'DGFEZ X DGB금융그룹 글로벌 투자설명회'는 비대면 설명회의 단점을 극복하고자 대구를 직접 내방한 유럽투자자를...  
1204,전북 5연패·2002 영웅들의 귀환 ...올시즌 K리그 10대 뉴스는?,"  먼저 12월 11일 DGB대구은행파크에서 열린 FA컵 결승 2차전에서는 K리그2에 속한 전남이 난타전 끝에 K리그1의 대구를 4대3으로 제압하는 이변을 일으켰다. 전남은 지난 1차전 홈경기에서 0대1로 패한 불리한 상황을 뒤집었고, K리그2 클럽 최초 FA컵 우승 및 ACL 진출이라는 역사를 썼다. 이튿날인 12일...  "
1205,"대구FC 엔젤클럽, 유스팀 후원금 전달","  21일 DGB대구은행파크에서 열린 대구FC 산하 유스팀 후원금 전달식에 참석한 관계자들이 기념촬영을 하고 있다. /대구FC 제공 대구FC 엔젤클럽이 21일 DGB대구은행파크에서 대구FC 산하 3개 유스팀에 대한 후원금 전달식을 진행했다. 이날 후원금 전달식에는 조광래 대구FC 대표이사, 이호경 엔젤클럽 회장...  "
1206,"중기부, 24일까지 지류형 온누리 상품권 10% 할인 판매","  지류형 온누리상품권은 농협은행, 하나은행, 신한은행, 우리은행, 국민은행, 대구은행, 부산은행, 광주은행, 전북은행, 경남은행, 기업은행, 수협은행, 수협, 신협, 새마을금고, 우체국에서 구매할 수 있다. 할인 혜택을 받으려면 신분증을 지참한뒤 현금으로 사야 한다. 모바일 온누리상품권(이하...  "
1207,적립금만으로도 수수료 수백억 ‘노다지’,"  업권별로 보면 증권사가 13곳에 달한 반면 은행은 우리은행, 대구은행, 부산은행 등 3곳에 불과했다. 금감원이 해당 금융사 리스트를 공개한 뒤 일부 회사들이 수수료 관련 문의를 했지만, 추가적인 움직임을 보인 곳은 없었다는 후문이다. IRP 온라인 수수료 면제는 삼성증권을 시작으로 증권가에 번졌다....  "
1208,"DGB금융그룹, 메타버스에서 디지털 패셔니스타 해단식 열어","  올해 1월 DGB금융지주 2명, DGB대구은행 6명, 하이투자증권 2명, DGB생명 1명, DGB캐피탈 2명, 하이자산운용 2명, DGB유페이 1명, DGB데이터시스템 2명 등 총 18명을 선발해 지난 3월 발대식을 시작으로 디지털 홍보 활동을 본격화했다. 이들은 '머니쇼 2021' 참관, 증강현실(AR) 협업 툴인 스페이셜(Spatial)을 활용한...  "
1209,"문경시의회 김창기 의장, '아프가니스탄 여성 인권보호' 챌린지 동참","  불구하고 아프가니스탄의 여성들은 그러한 인권을 박탈당하였을 뿐만 아니라 생명의 위협까지 느끼고 있다”며 “아프가니스탄 여성 인권 보호를 위한 국제사회의 관심이 필요하다”라고 밝혔다. 김창기 의장은 다음 참여자로 현영수 대구은행문경지점장, 최종성 문경시산림조합장을 지목했다. [신아일보] 문경  "
1210,적립금만으로도 수수료 수백억 ‘노다지’,"  업권별로 보면 증권사가 13곳에 달한 반면 은행은 우리은행, 대구은행, 부산은행 등 3곳에 불과했다. 금감원이 해당 금융사 리스트를 공개한 뒤 일부 회사들이 수수료 관련 문의를 했지만, 추가적인 움직임을 보인 곳은 없었다는 후문이다. IRP 온라인 수수료 면제는 삼성증권을 시작으로 증권가에 번졌다....  "
1211,"DGB금융그룹, 메타버스에서 디지털 패셔니스타 해단식 열어","  올해 1월 DGB금융지주 2명, DGB대구은행 6명, 하이투자증권 2명, DGB생명 1명, DGB캐피탈 2명, 하이자산운용 2명, DGB유페이 1명, DGB데이터시스템 2명 등 총 18명을 선발해 지난 3월 발대식을 시작으로 디지털 홍보 활동을 본격화했다. 이들은 '머니쇼 2021' 참관, 증강현실(AR) 협업 툴인 스페이셜(Spatial)을 활용한...  "
1212,"문경시의회 김창기 의장, '아프가니스탄 여성 인권보호' 챌린지 동참","  불구하고 아프가니스탄의 여성들은 그러한 인권을 박탈당하였을 뿐만 아니라 생명의 위협까지 느끼고 있다”며 “아프가니스탄 여성 인권 보호를 위한 국제사회의 관심이 필요하다”라고 밝혔다. 김창기 의장은 다음 참여자로 현영수 대구은행문경지점장, 최종성 문경시산림조합장을 지목했다. [신아일보] 문경  "
1213,"DGB금융그룹, 'With-U' 대학생봉사단 활동 마무리","  사진=DGB금융 제공 DGB금융그룹 DGB사회공헌재단은 지난 22일 DGB대구은행 제2본점에서 '제10기 With-U 대학생봉사단' 해단식을 열고 수료증 전달, 우수 단원을 격려하는 시간을 가졌다. 해단식에서는 With-U 대학생봉사단 최수현 단장(대구대학교 3학년)이 멘토링팀과 함께하는 멘티아동 58명 전원에게...  "
1214,"대경경자청,‘DGFEZ X DGB금융그룹 글로벌 투자설명회’ 성공적 개최","  대구경북경제자유구역청(이하 대경경자청)은 지난 17일 대구은행 제2본점에서 수성의료지구 내 외국인 투자 활성화를 위해 국내 유망 기업을 대상으로, 해외 투자자 투자유치 설명회를 성황리에 개최했다고 밝혔다. 특히 외국인 현지 투자자도 직접 참석한 이번 행사는 전국적으로 코로나19 확진자가 증가하는...  "
1215,"오마이걸 아린, 취약계층 위해 연탄 2만 장 기부 ""꾸준한 선행""","  소속사 WM엔터테인먼트는 16일 ""오마이걸 아린이 지난 15일 밥상공동체 대구 연탄 은행에 연탄 2만 장 상당의 1600만 원을 기부했다""라고 밝혔다. 아린이 후원한 연탄 2만 장은 지역의 에너지 취약계층에게 전달된다. 아린의 선행은 이번이 처음이 아니다. 그는 지난 1월 독거 어르신 등 저소득 취약계층에...  "
1216,한국프로축구연맹이 선정한 올해의 K리그 10대 뉴스,"  먼저 12월 11일 DGB대구은행파크에서 열린 FA컵 결승 2차전에서는 K리그2에 속한 전남이 난타전 끝에 K리그1의 대구를 4대3으로 제압하는 이변을 일으켰다. 전남은 지난 1차전 홈경기에서 0대1로 패한 불리한 상황을 뒤집었고, K리그2 클럽 최초 FA컵 우승 및 ACL 진출이라는 역사를 썼다. 이튿날인 12일...  "
1217,[지역SW사업 성과와 새해 방향]지역SW사업 성과 우수사례,  대구디지털산업진흥원이 주관하고 YH데이타베이스(대표 최대룡)가 개발해 대구은행 등에 상용화했고 GS인증을 비롯한 제품 신뢰성과 우수성을 입증했다. 모바일이나 PC로 금융 거래할 때 인공지능(AI)기술로 이상 징후를 포착해 추가 인증 및 거래 중단을 요청해 금융사기를 원천 예방하는 SW서비스다. 몇몇...  
1218,김태오 DGB 금융지주회장 등 4명 캄보디아 국제뇌물 혐의로 기소돼,"  대구지검 반부패수사부(김남훈 부장검사)는 6일 당시 대구은행장을 겸직했던 김태오 DGB금융지주 회장과 당시 대구은행 글로벌본부장(상무)인 A씨, 글로벌사업부장 B씨, 현지법인인 DGB 특수은행(SB)의 부행장인 C씨 등 4명을 불구속기소했다. 김 회장 등 4명은 지난해 4∼10월 대구은행의 캄보디아 현지법인인...  "
1219,"'캄보디아 로비' 김태오 DGB금융 회장 재판, 내년 2월 막오른다","  DGB금융지주, 대구은행, 하이투자증권을 포함한 9개 사가 DGB금융 소속이다. 김 회장은 1954년생으로 경북 칠곡군 출신이다. 경북고, 연세대 경영학과를 나왔다. 하나은행 부행장, 하나금융지주 부사장, 하나생명 사장 등을 지냈고 2018년 DGB금융 회장이 됐다. 지난 5월 연임에 성공했다. 27일 법조계에...  "
1220,"DGB금융그룹, 메타버스에서 ‘디지털 패셔니스타’ 해단식","  지난 1월 DGB금융지주 2명, DGB대구은행 6명, 하이투자증권 2명, DGB생명 1명, DGB캐피탈 2명, 하이자산운용 2명, DGB유페이 1명, DGB데이터시스템 2명 등 총 18명을 선발해 3월 발대식을 시작으로 디지털 홍보 활동을 본격화했다.이들은 ‘머니쇼 2021’ 참관, 증강현실(AR) 협업 툴인 ‘스페이셜(Spatial)’을 활용한...  "
1221,'전북 5연패-2002 영웅들 귀환-신규 BI' K리그 2021시즌 10대 뉴스,"  먼저 12월 11일 DGB대구은행파크에서 열린 FA컵 결승 2차전에서는 K리그2에 속한 전남이 난타전 끝에 K리그1의 대구를 4대3으로 제압하는 이변을 일으켰다. 전남은 지난 1차전 홈경기에서 0대1로 패한 불리한 상황을 뒤집었고, K리그2 클럽 최초 FA컵 우승 및 ACL 진출이라는 역사를 썼다. 이튿날인 12일...  "
1222,[지역SW사업 성과와 새해 방향]지역SW사업 성과 우수사례,  대구디지털산업진흥원이 주관하고 YH데이타베이스(대표 최대룡)가 개발해 대구은행 등에 상용화했고 GS인증을 비롯한 제품 신뢰성과 우수성을 입증했다. 모바일이나 PC로 금융 거래할 때 인공지능(AI)기술로 이상 징후를 포착해 추가 인증 및 거래 중단을 요청해 금융사기를 원천 예방하는 SW서비스다. 몇몇...  
1223,김태오 DGB 금융지주회장 등 4명 캄보디아 국제뇌물 혐의로 기소돼,"  대구지검 반부패수사부(김남훈 부장검사)는 6일 당시 대구은행장을 겸직했던 김태오 DGB금융지주 회장과 당시 대구은행 글로벌본부장(상무)인 A씨, 글로벌사업부장 B씨, 현지법인인 DGB 특수은행(SB)의 부행장인 C씨 등 4명을 불구속기소했다. 김 회장 등 4명은 지난해 4∼10월 대구은행의 캄보디아 현지법인인...  "
1224,"'캄보디아 로비' 김태오 DGB금융 회장 재판, 내년 2월 막오른다","  DGB금융지주, 대구은행, 하이투자증권을 포함한 9개 사가 DGB금융 소속이다. 김 회장은 1954년생으로 경북 칠곡군 출신이다. 경북고, 연세대 경영학과를 나왔다. 하나은행 부행장, 하나금융지주 부사장, 하나생명 사장 등을 지냈고 2018년 DGB금융 회장이 됐다. 지난 5월 연임에 성공했다. 27일 법조계에...  "
1225,"대구시, 청년·신혼부부 주택 임차보증금 지원 민관합동 업무협약","  대구시와 한국주택금융공사, 대구은행, 농협은행은 최근 전국적인 주택가격 상승과 전·월세 대출부담의 급격한 증가로 인해 주거부담을 겪고 있는 청년·신혼부부(이하????청년층????)들을 지원하기 위해 민간 합동 지원 체계를 구축하고 서로 협력하기로 했다. 대구시는 22일 시청별관 대회의실에서 권영진...  "
1226,전주성 '핑크→초록' 탈바꿈...ACL 때 '빈집' 되면 공사 예정,"  참고로 2019년에 완공한 DGB대구은행파크 2층에는 ‘DAEGU’가 적혀 있고, 울산현대 홈구장 문수축구장 1층에는 ‘UHFC(울산현대 풋볼클럽)’가 새겨져 있다. 이 사례를 고려하면 ‘JEONJU’ 혹은 ‘JBFC’ 등이 유력하다. 전북은 JHFC보다 JBFC를 자주 쓴다. 전주성은 지난 2020년 초에 코로나19로 무관중 개막전을...  "
1227,"파운트, 한국산업은행과 손잡고 퇴직연금 펀드 관리","  또한 삼성생명, 한화생명, 메트라이프, 대구은행 펀드 가입 고객들은 해당 서비스를 이용해 펀드 관리 및 포트폴리오 추천을 받을 수 있다. 파운트는 펀드 추천사유, 글로벌 이슈 등 각종 투자정보가 담긴 리포트를 제공하고 있다. 김영빈 파운트 대표는 ""퇴직연금 운용에 대한 관심이 높아지면서...  "
1228,"DGB금융, 복합점포 '디그니티 여의도센터' 오픈…서울지역 3번째","  DGB대구은행 여의도지점과 하이투자증권 여의도WM센터가 결합된 디그니티 여의도센터는 하이투자증권 본사가 이달 말 이전해 새롭게 둥지를 트는 하이투자증권빌딩에 위치한다. 이 센터는 공동 상담실을 운영하는 등 협업을 바탕으로 그룹 계열사 간 시너지 영업을 확대하고, 다양하고 전문화된 고객...  "
1229,"김창기 문경시의장, '아프가니스탄 여성 인권보호' 챌린지 동참","  의장이 23일 '아프가니스탄 여성 인권보호' 챌린지에 동참하며 손피켓을 들고 포즈를 취하고 있다. 이 챌린지는 아프가니스탄 여성 인권 문제에 대한 정부의 역할 촉구와 국제사회 여론 형성을 위해 시행되고 있다. 김창기 의장은 다음 참여자로 현영수 대구은행문경지점장, 최종성 문경시산림조합장을 지목했다.  "
1230,"파운트, 산업은행 퇴직연금 펀드도 관리한다","  우리은행 퇴직연금을 비롯해 삼성생명, 한화생명, 메트라이프, 대구은행(변액보험) 펀드 가입 고객들은 자사 앱이나 카카오톡을 통해 글로벌 시장 상황에 따라 편리하게 펀드 관리 및 포트폴리오 추천·변경(리밸런싱)이 가능하다. 펀드 추천사유, 글로벌 이슈 등의 리포트도 제공하고 있다. 김영빈 파운트...  "
1231,"DGB금융, 복합점포 '디그니티 여의도센터' 오픈…서울지역 3번째","  DGB대구은행 여의도지점과 하이투자증권 여의도WM센터가 결합된 디그니티 여의도센터는 하이투자증권 본사가 이달 말 이전해 새롭게 둥지를 트는 하이투자증권빌딩에 위치한다. 이 센터는 공동 상담실을 운영하는 등 협업을 바탕으로 그룹 계열사 간 시너지 영업을 확대하고, 다양하고 전문화된 고객...  "
1232,"김창기 문경시의장, '아프가니스탄 여성 인권보호' 챌린지 동참","  의장이 23일 '아프가니스탄 여성 인권보호' 챌린지에 동참하며 손피켓을 들고 포즈를 취하고 있다. 이 챌린지는 아프가니스탄 여성 인권 문제에 대한 정부의 역할 촉구와 국제사회 여론 형성을 위해 시행되고 있다. 김창기 의장은 다음 참여자로 현영수 대구은행문경지점장, 최종성 문경시산림조합장을 지목했다.  "
1233,"오마이걸 아린, 이번엔 연탄…올해만 세 번째 기부 [공식입장]","  16일 소속사 WM엔터테인먼트는 ""오마이걸 아린이 지난 15일 밥상공동체 대구 연탄은행에 연탄 2만 장 상당의 1,600만원을 기부했다""고 밝혔다. 아린이 후원한 연탄 2만 장은 지역의 에너지 취약계층이 따뜻한 겨울을 날 수 있도록 지원될 예정이다. 아린은 지난 1월에도 독거 어르신 등 저소득 취약계층에 약 1...  "
1234,"공공부문, 내년 사회적기업에 5696억원 공급…10% 증가",  5%) 증가했다. 은행별로는 △기업은행 3505억원 △신한은행 2560억원 △NH농협은행 1582억원 등이 전체 실적의 과반 이상을 차지했다. 지방은행에서는 △대구은행 333억원 △경남은행 300억원 △부산은행 223억원 순으로 사회적경제기업에 자금을 공급했다.  
1235,"檢, 김태오 DGB금융 회장 등 기소…""캄보디아 공무원에 뇌물 혐의""","  6일 대구지검 반부패수사부(김남훈 부장검사)는 지난해 당시 대구은행장을 겸직했던 김태오 회장과 당시 대구은행 글로벌본부장(상무)인 A씨, 글로벌사업부장 B씨, 현지법인인 DGB 특수은행(SB)의 부행장인 C씨 등 4명을 불구속기소했다. 검찰에 따르면 이들은 대구은행이 지난해 4∼10월 캄보디아 현지법인...  "
